date,Esperance_1,Esperance_2,Esperance_3,Mundrabilla,Eucla_1,Eucla_2,Yalata,Ceduna
20250528,0.4724057614803314,0.5804643630981445,0.5752298831939697,0.6707039475440979,1.060494065284729,0.7043996453285217,0.6315003633499146,0.73272305727005
20250529,0.6366780400276184,0.701103150844574,0.5907238125801086,0.7419643998146057,0.9826523661613464,0.6778904795646667,0.6095858812332153,0.6287775039672852
20250530,0.45337721705436707,0.6842826008796692,1.0660148859024048,0.7521872520446777,1.0173382759094238,0.7581825256347656,0.6631934642791748,0.7123472690582275
20250531,0.4248075485229492,0.5447336435317993,,,1.6205706596374512,1.3453418016433716,0.7438412308692932,0.7490938901901245
20250601,0.31065288186073303,0.45774587988853455,0.5558596253395081,0.6933267116546631,0.9556559324264526,0.7672842741012573,,
20250602,0.3899976313114166,0.5102293491363525,0.4912515878677368,0.5763330459594727,0.8039693832397461,0.6404010057449341,0.635694146156311,0.6959093809127808
20250603,,,,,0.8641859889030457,0.6568182706832886,0.6747689247131348,0.8538455367088318
20250604,0.5031399726867676,0.6620889902114868,,,,,,
20250605,0.33853811025619507,0.5050534009933472,0.4514145255088806,0.5153025984764099,0.7060861587524414,0.6125705242156982,0.514379620552063,0.4780558943748474
20250606,0.4207751154899597,0.4224153459072113,0.49040400981903076,0.5684072375297546,0.8046310544013977,0.6316508054733276,0.6365089416503906,0.5775555968284607
20250607,0.2862243056297302,0.3495456278324127,0.42284831404685974,0.6511238217353821,0.7954394221305847,0.6810710430145264,0.599807858467102,0.6370216012001038
20250608,0.25233030319213867,0.4529757797718048,0.3402935266494751,0.3027533292770386,0.6390669345855713,0.47874686121940613,0.4403488039970398,0.5290464758872986
20250609,0.5453556180000305,0.43226587772369385,0.2582612633705139,0.3101552724838257,0.6492317914962769,0.6276947855949402,0.5429993867874146,0.4456971287727356
20250610,0.47419726848602295,0.6333759427070618,0.47174596786499023,0.5805954337120056,,0.6810368299484253,0.5377954840660095,0.7014297246932983
20250611,0.2968982458114624,0.33226510882377625,0.3851466476917267,0.2973535358905792,,,0.9439259767532349,0.9758386015892029
20250612,0.3844732940196991,0.4531722664833069,0.39701932668685913,0.3496495187282562,,,0.48119527101516724,0.6212315559387207
20250613,0.3928905725479126,0.49994733929634094,0.4075873792171478,0.538882315158844,,,,
20250614,,0.3186534643173218,0.34821078181266785,0.4221554398536682,0.6561256051063538,0.6381847262382507,0.6010011434555054,0.6515761613845825
20250615,,,,0.4739750623703003,0.6786932349205017,0.7080898880958557,0.6515852808952332,0.7957021594047546
20250616,0.4122266471385956,0.4122332036495209,0.41877812147140503,0.37653079628944397,,,,
20250617,,,,0.46961766481399536,0.6161216497421265,0.6937093734741211,0.6724103689193726,0.7616095542907715
20250618,,0.48801127076148987,0.3659861385822296,0.33411267399787903,,0.8055825233459473,0.8335362076759338,1.1889879703521729
20250619,,0.42456185817718506,0.4019584655761719,0.38449183106422424,0.7160769701004028,0.6321882605552673,0.6687170267105103,0.7512179017066956
20250620,,0.49985793232917786,0.39704951643943787,0.39101195335388184,0.6402803659439087,0.6037973761558533,0.6814864277839661,0.6875952482223511
20250621,0.3041253387928009,0.5596959590911865,,0.5615718960762024,0.8230710029602051,0.64805006980896,0.7083887457847595,0.7167506814002991
20250622,0.4252861738204956,,,0.6323248147964478,0.7714918255805969,0.712652325630188,0.784801185131073,0.8964356780052185
20250623,0.3885612189769745,0.4035189747810364,0.5105991959571838,0.47501862049102783,0.686488926410675,0.6742485165596008,0.8099386692047119,
20250624,0.2210390716791153,0.524135410785675,0.559454083442688,,0.5445111989974976,0.5457088351249695,0.5695003271102905,0.6133454442024231
20250625,,0.3875778317451477,0.4660150408744812,0.42447569966316223,,,0.43925538659095764,0.38799619674682617
20250626,0.5271629691123962,0.623160719871521,0.5630286335945129,,,,,
20250627,0.45115330815315247,0.5584263801574707,0.5327936410903931,0.5110783576965332,0.6256353855133057,0.5569499731063843,0.5793535709381104,0.6712385416030884
