region,lag_days,n_events,mean_chl_anomaly,p_value,significant,corr_with_magnitude,corr_p_value
KI - E,41,16,0.28284212154824107,0.08281918361877574,False,-0.36764705882352944,0.1612323576755899
KI - E,42,16,0.3050146269833758,0.08290393743285362,False,-0.3058823529411765,0.24925429892891857
KI - E,43,16,0.2832906537822315,0.07788042327117245,False,-0.2411764705882353,0.36820660804263405
KI - E,44,16,0.22418478610703635,0.12785337868497865,False,-0.2911764705882353,0.27388704841914874
KI - E,45,15,0.23092302930733513,0.12285325570737125,False,-0.3071428571428571,0.2654726857102779
KI - E,46,14,0.2927962329416048,0.07505557548952702,False,-0.2703296703296703,0.3499193863496043
KI - E,47,14,0.3033366034073489,0.08102032956464002,False,-0.23956043956043957,0.4094298928517326
KI - E,48,15,0.2203982792108778,0.10294781682431883,False,-0.38214285714285706,0.1598236299869673
KI - E,49,15,0.24116242167022495,0.0675831710572419,False,-0.4357142857142856,0.10449335704406641
KI - E,50,16,0.193889441536296,0.07881600624483891,False,-0.411764705882353,0.11303386621436724
KI - E,51,16,0.20935769686697137,0.06215963850297285,False,-0.4147058823529412,0.11022940391770164
KI - E,52,16,0.205050526758922,0.05390769519714771,False,-0.3941176470588235,0.13091285429899105
KI - E,53,16,0.2132955150235267,0.04853378826442307,True,-0.28529411764705886,0.28413874015956303
KI - E,54,16,0.2148597187273914,0.05478595047296114,False,-0.34411764705882353,0.19185563142554293
KI - E,55,16,0.20820740520776737,0.05435070370007445,False,-0.2764705882352941,0.2999421284923735
KI - E,56,16,0.17099428238302825,0.09034170961225203,False,-0.3205882352941176,0.22604542220798243
KI - E,57,16,0.1452270255291036,0.13133743533229017,False,-0.3235294117647059,0.2215741250012429
KI - E,58,16,0.15347065212027658,0.0961188698344911,False,-0.2911764705882353,0.27388704841914874
KI - E,59,16,0.16972906763798423,0.06790456820985628,False,-0.3588235294117647,0.17230386289263244
KI - E,60,16,0.15292704710293384,0.09306629445550159,False,-0.3,0.25893645256249886
KI - E,61,16,0.14158514626324176,0.1400507523596165,False,-0.2411764705882353,0.36820660804263405
KI - E,62,16,0.1725793204625093,0.12409356840028832,False,-0.15294117647058825,0.5717446192454616
KI - E,63,16,0.18691646854082744,0.07725966692312491,False,-0.22058823529411767,0.4116664304979635
KI - E,64,16,0.20941086250046892,0.05059315116390642,False,-0.28823529411764703,0.27898445973708325
KI - E,65,16,0.20424492964521046,0.055501407712521454,False,-0.31764705882352945,0.23057346362184541
KI - E,66,16,0.19154301891103384,0.08675590906736064,False,-0.2911764705882353,0.27388704841914874
KI - E,67,16,0.16267291709248508,0.1260678528849612,False,-0.31176470588235294,0.23980004767411284
KI - E,68,16,0.17244982331370312,0.11297328338356176,False,-0.27058823529411763,0.31076062710233504
KI - E,69,16,0.20942263423154753,0.05406437860741862,False,-0.36470588235294116,0.16486839724475402
KI - E,70,16,0.22057262823606533,0.048198480150248586,True,-0.30882352941176466,0.24449869579851796
KI - E,71,16,0.21563553051313472,0.04160441011693884,True,-0.34705882352941175,0.18783442010629964
KI - E,72,16,0.18554168779380797,0.056455448787708584,False,-0.4147058823529412,0.11022940391770164
KI - E,73,16,0.17338470328000505,0.06876370552054498,False,-0.4147058823529412,0.11022940391770164
KI - E,74,16,0.186446863856344,0.056740337800888094,False,-0.44705882352941173,0.0825369233953715
KI - E,75,16,0.2072635568622943,0.033510683251932516,True,-0.4705882352941176,0.06581947250108118
KI - E,76,16,0.15379362510561587,0.05587649432504443,False,-0.28529411764705886,0.28413874015956303
KI - E,77,16,0.1445588437352507,0.07667847549328333,False,-0.36764705882352944,0.1612323576755899
KI - E,78,16,0.13836073568090795,0.062061336291571186,False,-0.37058823529411766,0.15765046473782054
KI - E,79,16,0.1611444741487503,0.04953746113320004,True,-0.2411764705882353,0.36820660804263405
KI - E,80,16,0.14714793027822107,0.06821565378025064,False,-0.1264705882352941,0.6406944408168836
KI - E,81,16,0.1683380725061787,0.025164124393679713,True,-0.15294117647058825,0.5717446192454616
KI - E,82,16,0.13522997735999523,0.03274554390419461,True,-0.2088235294117647,0.43765851094980035
