date,Ceduna-Port Lincoln,Spencer Gulf N,Spencer Gulf S,SVG - NW,SVG - NE,SVG - SW,SVG - SE,Victor Harbor,Victor Harbour-Mt Gambier,Mt Gambier-Port Fairy
20180227,19.864124298095703,22.980772018432617,21.086328506469727,22.39353370666504,22.536264419555664,21.432289123535156,21.9898738861084,19.24713897705078,17.42091178894043,18.743928909301758
20180228,19.841787338256836,23.37369155883789,21.255605697631836,,,21.444469451904297,22.071439743041992,19.49578285217285,,19.30586814880371
20180301,,,,,,,,,18.000444412231445,
20180302,19.00954246520996,,,,,,,,,19.054399490356445
20180303,19.334888458251953,22.351154327392578,20.665048599243164,,21.93338966369629,21.05341148376465,21.550039291381836,18.356740951538086,17.261260986328125,17.277278900146484
20180304,18.94460678100586,22.382314682006836,21.108118057250977,,,20.45659065246582,,18.919069290161133,17.614641189575195,18.016122817993164
20180305,19.811460494995117,22.873699188232422,20.57994842529297,,,,,,17.354007720947266,18.004213333129883
20180306,,,21.412343978881836,22.37055778503418,22.42608642578125,21.767623901367188,22.243976593017578,19.39685821533203,17.39116668701172,17.991390228271484
20180307,18.197093963623047,,,,,,,,,18.82538604736328
20180308,19.325063705444336,22.08924674987793,20.467222213745117,21.213619232177734,21.307159423828125,20.92961311340332,21.422441482543945,18.66059112548828,17.052663803100586,
20180309,19.458330154418945,22.598430633544922,20.723804473876953,21.76876449584961,22.010393142700195,21.40280532836914,21.817852020263672,19.15119171142578,17.352224349975586,17.896682739257812
20180310,20.332605361938477,22.85227394104004,21.099937438964844,21.944198608398438,22.17253303527832,21.4600830078125,21.77708625793457,19.194704055786133,17.668048858642578,18.580425262451172
20180311,,23.82919692993164,21.692216873168945,23.09549331665039,23.128332138061523,22.36212158203125,22.911209106445312,20.133222579956055,17.91653060913086,19.215646743774414
20180312,19.08974838256836,,,,,,,,,
20180313,,,,,,,,,,
20180314,,,,,,,,,,
20180315,19.035133361816406,21.88963508605957,20.702335357666016,21.226665496826172,20.492433547973633,,20.842580795288086,,,17.840471267700195
20180316,,22.5159912109375,21.126184463500977,21.536128997802734,21.512014389038086,21.01846694946289,21.54208755493164,18.30191993713379,16.960987091064453,17.90768051147461
20180317,,,,,,,,18.719079971313477,18.33371353149414,18.088821411132812
20180318,19.132410049438477,,21.011018753051758,,,,,,,
20180319,18.27898597717285,21.487049102783203,21.20115089416504,20.525657653808594,20.15615463256836,,,,,
20180320,17.996667861938477,20.8565616607666,19.614599227905273,,,,,18.58592987060547,16.904247283935547,17.51959800720215
20180321,18.235666275024414,21.33698844909668,19.822832107543945,20.18358039855957,20.110074996948242,20.525936126708984,20.679765701293945,17.764965057373047,17.03042221069336,18.189924240112305
20180322,18.189085006713867,,,,,21.314523696899414,21.19191551208496,18.697965621948242,16.940902709960938,17.21233367919922
20180323,18.89422607421875,,,,,,,,,18.020095825195312
20180324,19.765522003173828,22.19058609008789,21.601655960083008,21.46039390563965,21.83467674255371,,,,,
20180325,,,,,,,,,,
20180326,18.947973251342773,,19.163171768188477,20.357725143432617,,19.848390579223633,,18.188425064086914,16.794437408447266,17.504915237426758
20180327,,,,20.16107177734375,19.907716751098633,,,17.766071319580078,,17.667179107666016
20180328,,,,,,,,,18.021909713745117,17.332305908203125
20180329,18.489229202270508,20.210052490234375,20.126394271850586,,,,,,,
20180330,18.752811431884766,20.697988510131836,19.42173957824707,20.1929874420166,20.282062530517578,20.033428192138672,20.39687156677246,18.265636444091797,16.74030876159668,15.984935760498047
20180331,18.99735450744629,20.519447326660156,19.29178810119629,19.86795997619629,19.84136962890625,19.762588500976562,20.10590171813965,18.016244888305664,17.028297424316406,17.629667282104492
20180401,19.4249210357666,,18.911720275878906,,,,,17.96669578552246,17.125818252563477,16.81183433532715
20180402,,,,,,,,,18.094144821166992,17.076671600341797
20180403,18.685752868652344,,,,,,,,,18.25604820251465
20180404,18.662275314331055,20.43614959716797,18.85956573486328,19.742158889770508,19.52199935913086,19.49806022644043,19.791040420532227,17.421358108520508,17.216005325317383,
20180405,18.38002586364746,20.64122200012207,19.661653518676758,19.910341262817383,19.791715621948242,19.912870407104492,20.135488510131836,17.9942684173584,17.295900344848633,16.628585815429688
20180406,18.553936004638672,20.73438262939453,20.01993179321289,19.968801498413086,19.803024291992188,20.074003219604492,20.087547302246094,,16.823440551757812,16.1734619140625
20180407,,,19.630332946777344,20.34136199951172,,20.678571701049805,20.87590789794922,18.388845443725586,16.879301071166992,16.560932159423828
20180408,19.816722869873047,,,,,,,,,17.022239685058594
20180409,19.734310150146484,21.873933792114258,20.619041442871094,,,,,18.646331787109375,16.95215606689453,
20180410,19.631122589111328,21.75765609741211,20.964778900146484,21.3007755279541,21.39750099182129,21.27621078491211,21.465749740600586,,,17.071977615356445
20180411,19.782550811767578,21.5263671875,20.318273544311523,20.94184112548828,21.110626220703125,20.784231185913086,,18.776399612426758,,18.252912521362305
20180412,19.80992889404297,21.51030158996582,19.974628448486328,,,,,,,16.625354766845703
20180413,19.162464141845703,,,,,,,,17.91253662109375,17.05032730102539
20180414,19.060426712036133,,18.88472557067871,,,,,18.99187469482422,,
20180415,18.42880630493164,20.01412010192871,18.495319366455078,,,,,17.498397827148438,17.16080093383789,16.161861419677734
20180416,18.469947814941406,,18.698381423950195,19.308137893676758,,19.272798538208008,,18.11551284790039,,16.42612075805664
20180417,19.135692596435547,20.68788719177246,19.427654266357422,,,,,18.27185821533203,,16.8077392578125
20180418,,19.896324157714844,19.089914321899414,,,,,16.895776748657227,17.364208221435547,16.68070411682129
20180419,19.433086395263672,20.544729232788086,19.357866287231445,,,,,,,
20180420,19.79897689819336,20.888469696044922,19.791873931884766,,,,20.36659049987793,18.590660095214844,17.497499465942383,16.209867477416992
20180421,19.495563507080078,20.833288192749023,19.55582618713379,20.187822341918945,19.89671516418457,19.93561363220215,20.261037826538086,,17.252500534057617,16.978736877441406
20180422,19.736093521118164,20.798933029174805,19.566591262817383,19.87311553955078,19.70061492919922,19.65416717529297,19.797325134277344,18.28955841064453,17.260778427124023,16.512422561645508
20180423,19.273372650146484,,19.464048385620117,,20.43521499633789,,20.1436767578125,18.78778839111328,16.655332565307617,15.078720092773438
20180424,19.25470733642578,,,,,,,,,16.06671142578125
20180425,18.85069465637207,19.872228622436523,18.609960556030273,,19.078088760375977,18.89412498474121,19.20754623413086,17.562915802001953,16.81529998779297,
